Census SubDivision Code,Census SubDivision Name,Census Subdivision Label,Census Sub Division Type,Census Division Code,Census Division Name,Census Division Type,Census Consolidated SubDivision Code,Census Consolidated Subdivision Name,Total Population,Total Pop Age 0-4,Total Pop Age 5-9,Total Pop Age 10 -14,Total Pop Age 15-19,Total Pop Age 20-24,Total Pop Age 25-29,Total Pop Age 30-34,Total Pop Age 35-39,Total Pop Age 40-44,Total Pop Age 45-49,Total Pop Age 50-54,Total Pop Age 55-59,Total Pop Age 60-64,Total Pop Age 65-69,Total Pop Age 70-74,Total Pop Age 75-79,Total Pop Age 80-84,Total Pop Age 85+,Total Census Family Households,Total Lone-Parent Family Households,Lone Parent Family Households with 1 Child,Lone Parent Family Households with 2 Children,Lone Parent Family Households with 3+ Children,Total Lone-Parent Female Family Households,Female Lone Parent Family Households with 1 Child,Female Lone Parent Family Households with 2 Children,Female Lone Parent Family Households with 3+ Children,Total Lone-Parent Male Family Households,Male Lone Parent Family Households with 1 Child,Male Lone Parent Family Households with 2 Children,Male Lone Parent Family Households with 3+ Children,Total Househoulds by Income,Households Income 0-19999,Households Income 20000-39999,Households Income 40000-59999,Households Income 60000-79999,Households Income 80000-99999,Households 100000+,Average Household Income,Household Population 25-64,Household 25-64 Education No Certificate Diploma Degree,Household 25-64 Education High School Diploma or Eq,Household 25-64 Education Apprenticeship Trades or Diploma,Household 25-64 Education College CEGEP Certificate or Diploma,Household 25-64 Education University Diploma or Cert Below Bachelor,Household 25-64 Education University Diploma or Cert Bachelor Level or above,Household Population 15Years or Over for Labor Force,Household population In the Labour Force,Household Pop Age 15+ Employed,Household Pop Age 15+ Unemployed,Household Pop Age 15+ Not in Labour Force,Household Population for Visible Minority,Household Population with Visible Minority,Household Population Chinese Visible Minority,Household Population South Asian Visible Minority,Household Population Black Visible Minority,Household Population Filipino Visible Minority,Household Population Latin American Visible Minority,Household Population Chinese Southeast Asian Minority,Household Population Arab Visible Minority,Household Population West Asian Visible Minority,Household Population Korean Visible Minority,Household Population Japanese Visible Minority,Household Population Other Visible Minority,Household Population Multiple Visible Minority,Household Population NOT a Visible Minority,Household Population for Aboriginal Identity,Household Population with Aboriginal Identity,Household Population with Non-Aboriginal Identity,Household Population for Immigrant Status,Household Population Non-Immigrant,Household Population Non-Immigrant in Province of Birth,Household Population Non-Immigrant outside of Province of Birth,Household Population Immigrant,Household Population for Recent Immigrants (2017-Present),Household Population of Recent Immigrants (2017-Present),Total Households For Household Size,1 Person Household,2 Persons Household,3 Persons Household,4 Persons Household,5 or more Persons Household
5931806,"Seaichem 16, BC (IRI)",Seaichem 16,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931017,"Squamish-Lillooet C, BC",56,1,1,1,1,1,0,0,4,5,6,9,10,5,7,4,1,0,0,21,7,6,1,0,3,2,1,0,4,4,0,0,33,6,13,6,4,2,2,46076.09,39,0,18,0,21,0,0,53,30,29,1,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,24,32,56,56,56,0,0,56,0,33,12,20,0,1,0
5915811,"Seymour Creek 2, BC (IRI)",Seymour Creek 2,Indian reserve,5915,"Greater Vancouver, BC (RD)",Regional district,5915020,"Greater Vancouver A, BC",132,6,9,8,9,8,9,15,16,9,8,9,10,8,3,2,1,1,1,27,15,7,5,3,10,5,3,2,6,3,2,1,37,4,6,10,10,1,6,67607.98351,84,32,44,8,0,0,0,109,69,69,0,40,132,6,0,0,6,0,0,0,0,0,0,0,0,0,126,132,106,26,132,79,46,33,51,132,7,37,5,13,5,4,10
5931032,"Squamish-Lillooet A, BC (RDA)",Squamish-Lillooet A,Regional district electoral area,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931034,"Squamish-Lillooet B, BC",197,0,3,3,0,6,7,6,13,16,20,21,16,21,21,17,14,7,6,50,9,9,0,0,6,6,0,0,3,3,0,0,138,32,44,20,17,8,17,48260.3,120,17,17,35,24,0,27,182,112,103,9,70,188,3,0,0,0,0,3,0,0,0,0,0,0,0,185,188,0,188,188,160,84,76,16,188,0,138,88,50,0,0,0
5923033,"Alberni-Clayoquot B, BC (RDA)",Alberni-Clayoquot B,Regional district electoral area,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923033,"Alberni-Clayoquot B, BC",468,12,15,19,20,19,21,21,22,26,32,39,53,53,36,29,20,16,15,158,21,18,2,1,15,12,2,1,6,6,0,0,209,24,44,32,34,28,47,68810.79,267,42,112,37,38,20,18,422,231,207,24,191,468,22,0,22,0,0,0,0,0,0,0,0,0,0,446,468,26,442,468,422,306,116,46,468,0,209,47,109,26,16,11
5933845,"105 Mile Post 2, BC (IRI)",105 Mile Post 2,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",8,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,4,2,0,1,0,0,1,48032.29,2,1,1,0,0,0,0,6,2,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,4,8,7,7,0,1,8,0,4,1,2,1,0,0
5933068,"Thompson-Nicola A (Wells Gray Country), BC (RDA)",Thompson-Nicola A (Wells Gray Country),Regional district electoral area,5933,"Thompson-Nicola, BC (RD)",Regional district,5933068,"Thompson-Nicola A (Wells Gray Country), BC",1566,50,49,60,63,58,75,67,74,74,77,98,156,176,177,134,88,52,38,468,43,29,9,5,39,27,7,5,4,2,2,0,734,83,166,131,85,85,184,69456.38815,793,183,251,127,135,25,72,1382,693,603,90,689,1541,65,0,0,20,3,0,0,0,0,0,10,11,21,1476,1541,235,1306,1541,1396,963,433,145,1541,5,734,228,351,81,50,24
5933045,"Sun Peaks Mountain, BC (VL)",Sun Peaks Mountain,Village,5933,"Thompson-Nicola, BC (RD)",Regional district,5933044,"Thompson-Nicola P (Rivers and the Peaks), BC",799,19,33,34,28,46,80,85,62,55,41,59,77,78,54,27,16,5,0,144,9,4,0,5,6,4,0,2,4,1,0,3,241,28,30,39,40,32,72,84743.72,532,0,95,61,156,37,183,699,476,417,59,223,785,46,0,17,0,0,0,0,0,0,14,15,0,0,739,785,24,761,785,552,292,260,88,785,17,241,47,103,24,19,48
5947012,"Prince Rupert, BC (CY)",Prince Rupert,City,5947,"Skeena-Queen Charlotte, BC (RD)",Regional district,5947027,"Skeena-Queen Charlotte D, BC",13150,708,707,773,794,876,865,989,827,812,878,831,1007,982,774,557,377,197,196,3505,789,478,219,92,589,341,179,69,218,152,43,23,5283,355,895,790,627,551,2065,97352.86131,7139,1289,2207,966,1445,181,1051,10795,7941,7646,295,2854,12975,1716,249,465,86,191,24,552,0,23,9,64,12,41,11259,12975,5765,7210,12975,10992,9143,1849,1832,12975,229,5283,1556,1771,826,671,459
5953019,"Fraser-Fort George H, BC (RDA)",Fraser-Fort George H,Regional district electoral area,5953,"Fraser-Fort George, BC (RD)",Regional district,5953019,"Fraser-Fort George H, BC",1469,63,56,70,71,51,57,63,66,61,80,95,137,169,141,116,81,45,47,479,32,21,9,2,23,15,7,1,9,6,2,1,659,70,156,132,89,60,152,73539.26303,719,97,278,99,91,30,124,1252,806,769,37,446,1441,27,0,0,0,9,0,9,0,0,0,9,0,0,1414,1441,115,1326,1441,1188,511,677,238,1441,0,659,173,314,82,61,29
5933861,"Kloklowuck 7, BC (IRI)",Kloklowuck 7,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",5,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,1,48028.49,4,1,1,0,2,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,5,4,4,0,1,5,0,5,5,0,0,0,0
5917047,"View Royal, BC (T)",View Royal,Town,5917,"Capital, BC (RD)",Regional district,5917056,"Juan de Fuca (Part 2), BC",11829,525,607,589,591,513,678,799,920,852,833,865,934,887,792,638,378,224,204,3092,453,299,121,33,347,220,102,25,118,86,24,8,4422,217,521,619,608,591,1866,105063.9168,6394,343,1608,632,1665,177,1969,9552,6492,6269,223,3060,11256,1916,339,783,193,105,121,151,23,42,100,17,16,26,9340,11256,449,10807,11256,9181,5804,3377,1820,11256,294,4422,1131,1745,655,601,290
5941837,"Nazco 20, BC (IRI)",Nazco 20,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941027,"Cariboo I, BC",84,6,8,7,5,4,7,8,5,4,5,5,4,5,3,1,2,2,3,18,10,6,3,1,10,6,3,1,1,1,0,0,33,9,10,4,2,4,4,51057.27,43,36,7,0,0,0,0,63,40,37,3,23,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,83,1,84,83,83,0,1,84,0,33,15,4,3,3,8
5949816,"Gitwangak 1, BC (IRI)",Gitwangak 1,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",430,29,30,32,33,24,26,29,30,32,27,30,27,26,16,16,12,7,4,115,44,24,10,10,25,9,8,8,21,16,3,2,141,43,47,15,10,11,15,43226.86,227,60,51,46,51,19,0,339,217,199,18,122,430,0,0,0,0,0,0,0,0,0,0,0,0,0,430,430,413,17,430,430,430,0,0,430,0,141,27,36,26,26,26
5953038,"Fraser-Fort George A, BC (RDA)",Fraser-Fort George A,Regional district electoral area,5953,"Fraser-Fort George, BC (RD)",Regional district,5953038,"Fraser-Fort George A, BC",3602,204,201,217,209,155,175,198,232,230,265,280,324,343,250,162,89,41,27,1148,88,56,21,11,53,29,16,8,37,29,5,3,1407,49,124,128,159,148,799,121281.6909,2041,282,516,379,534,57,273,2969,2163,2083,80,806,3591,54,3,15,0,21,0,3,0,0,0,0,12,0,3537,3591,400,3191,3591,3324,2470,854,259,3591,23,1407,225,627,232,210,113
5957022,"Stikine Region, BC (RDA)",Stikine Region,Regional district electoral area,5957,"Stikine, BC (REG)",Region,5957022,"Stikine Region, BC",397,5,9,7,12,6,11,28,40,26,24,31,35,35,31,52,24,10,11,125,15,13,0,2,9,8,0,1,6,5,0,1,239,38,62,29,18,16,76,80979.17594,230,38,66,14,56,14,42,376,218,189,29,158,397,15,8,0,0,0,0,0,0,0,0,7,0,0,382,397,120,277,397,347,158,189,50,397,0,239,112,109,9,5,4
5941871,"Fishtrap 19, BC (IRI)",Fishtrap 19,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",14,1,1,1,1,0,1,1,0,1,1,1,1,2,0,1,0,0,1,1,1,0,0,1,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,43265.95,8,4,3,0,1,0,0,11,7,7,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,14,13,13,0,1,14,0,1,1,0,0,0,0
5949845,"Dease Lake 9, BC (IRI)",Dease Lake 9,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",355,33,43,38,26,24,22,29,33,24,16,13,18,14,8,9,4,1,0,88,30,16,9,5,20,9,6,5,10,7,3,0,100,15,32,13,11,10,19,66109.0436,169,50,25,18,55,0,21,241,169,160,9,72,355,0,0,0,0,0,0,0,0,0,0,0,0,0,355,355,345,10,355,355,355,0,0,355,0,100,14,21,21,14,30
5931809,"Yekwaupsum 18, BC (IRI)",Yekwaupsum 18,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931017,"Squamish-Lillooet C, BC",35,2,2,3,4,3,5,2,0,1,1,2,3,3,1,1,2,0,0,8,1,1,0,0,1,1,0,0,0,0,0,0,14,2,7,3,1,0,1,48893.4,17,6,6,0,3,0,2,28,20,19,1,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,29,6,35,35,35,0,0,35,0,14,6,4,1,0,3
5943837,"Alert Bay, BC (IRI)",Alert Bay,Indian reserve,5943,"Mount Waddington, BC (RD)",Regional district,5943031,"Mount Waddington C, BC",461,18,22,32,34,23,16,18,29,27,25,28,46,40,27,23,23,17,13,146,48,42,0,6,29,23,0,6,19,19,0,0,248,76,85,32,15,20,20,40426.17,229,102,33,7,53,16,18,380,152,141,11,228,452,0,0,0,0,0,0,0,0,0,0,0,0,0,452,452,382,70,452,421,376,45,23,452,0,248,104,95,38,11,0
5949810,"Coryatsaqua (Moricetown) 2, BC (IRI)",Coryatsaqua (Moricetown) 2,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",94,2,3,5,5,9,7,7,7,6,7,6,5,5,6,6,5,2,1,23,5,4,0,1,5,4,0,1,0,0,0,0,38,5,16,4,4,3,6,57733.23,50,15,6,15,10,4,0,84,59,52,7,25,94,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,84,10,94,94,94,0,0,94,0,38,8,18,4,4,4
5941835,"Coglistiko River 29, BC (IRI)",Coglistiko River 29,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941027,"Cariboo I, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919008,"North Cowichan, BC (DM)",North Cowichan,District municipality,5919,"Cowichan Valley, BC (RD)",Regional district,5919008,"North Cowichan, BC",31712,1277,1562,1691,1689,1579,1463,1710,1691,1613,1857,2130,2603,2601,2620,2340,1528,953,805,9131,1399,864,407,128,1099,655,342,102,320,227,67,26,13376,1065,2645,2269,1787,1552,4058,85672.39782,15411,1527,4763,1914,3738,488,2981,26543,15249,14521,728,11294,31062,2297,357,1004,95,215,74,146,86,1,91,144,54,30,28765,31062,3518,27544,31062,26320,17888,8432,4398,31062,252,13376,3765,5615,1747,1459,790
5933823,"Kitzowit 20, BC (IRI)",Kitzowit 20,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",16,1,1,1,1,1,1,0,1,0,0,2,1,1,2,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,39922.94,6,4,2,0,0,0,0,13,7,6,1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,15,1,16,15,15,0,1,16,0,2,0,0,0,0,2
5941845,"Thomas Squinas Ranch 2A, BC (IRI)",Thomas Squinas Ranch 2A,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",54,2,3,3,2,2,2,3,2,2,2,5,6,6,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12416.78,1,0,0,0,1,0,0,3,2,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,3,8,7,5,2,1,8,0,1,0,0,0,0,1
